aspect,description,sentiment
gun,straight,0.2
gamemode,available,0.4
name,simple,0.0
marker,inconsistent,0.0
mission,new,0.13636363636363635
assist,strong,0.4333333333333333
self,many,0.5
map,legal,0.2
party,half,-0.16666666666666666
objective,always lone,0.0
matter,lose,0.0
stitch,probably many,0.5
moment,intricate,0.0
people,happy,0.8
people,previous,-0.16666666666666666
twist,old,0.1
title,old,0.1
company,pathetic,-1.0
example,fully automatic,0.0
grenade,due,-0.125
tt,certain,0.21428571428571427
insane,average,-0.15
campaign,ultimately similar,0.0
weapon,free,0.4
screen,callous,0.0
motivation,good,0.7
playstyle,fun,0.3
sacrifice,fun,0.3
disadvantage,cool,0.35
franchise,much,0.2
multiplayer,hardly worth,0.3
les,constant,0.0
weapon,less,-0.16666666666666666
lobby,eastern,0.0
gun,good,0.7
system,red,0.0
levelling,slow,-0.30000000000000004
range,nonsbmm,0.0
thing,bad,-0.6999999999999998
idea,sure able,0.5
thing,negative,-0.3
clash,single,-0.07142857142857142
power,multiple,0.0
fix,utter,0.0
review,single,-0.07142857142857142
campaign,modern,0.2
gun,properly weighty,0.0
entry,incredible,0.9
campaign,next,0.0
release,great,0.8
boy,old,0.1
controller,horrible,-1.0
dog,genital,0.0
friend,pretty fun,0.275
ward,long,-0.05
steam,great,0.8
reward,basic,0.0
ability,simple,0.0
warne,excessive,-0.25
franchise,low,0.0
impression,good,0.7
enjoy,great,0.8
grab,half baked,-0.16666666666666666
memory,unforgettable,0.8
weapon,graphic,0.0
finish,unfinished,0.0
tank,worth,0.3
system,fairly strict,0.7
company,dumb,-0.375
system,retarded,-0.8
duty,worth,0.3
development,easy seriously pathetic,-0.2833333333333333
warfare,still new,0.13636363636363635
gunplay,actual,0.0
drawback,really buggy,0.2
map,regardless much,0.2
thing,terribly abhorrent,-0.7
spice,old,0.1
assist,good,0.7
ghost,annoying,-0.8
design,original,0.375
people,super,0.3333333333333333
good,poor,-0.4
issue,mid,0.0
campaign,complete,0.1
graphic,decent,0.16666666666666666
market,stupid,-0.7999999999999999
amount,crazy,-0.6
people,malo,0.0
crossing,good,0.7
bag,significant,0.375
error,single,-0.07142857142857142
way,original,0.375
multiplayer,hard,-0.2916666666666667
feature,extremely annoying,-0.8
version,pro,0.0
battle,satisfied,0.5
experience,ever modern,0.2
bag,able,0.5
system,new,0.13636363636363635
tuning,barely understandable,0.05
people,select,0.0
look,easy,0.43333333333333335
bag,many,0.5
developer,fundamental,0.0
core,horribly buggy,-1.0
friend,really lucky,0.3333333333333333
caper,ready,0.2
pawn,fast frequent,0.15000000000000002
team,front,0.0
map,open,0.0
people,free,0.4
gun,good,0.7
gameplay,good,0.7
mechanic,good,0.7
company,long,-0.05
voice,awesome,1.0
hope,indoor,0.0
want,kind rough,0.25
gameplay,literally unplayable,-0.4
child,small,-0.25
hobby,constant,0.0
blow,full,0.35
boy,main,0.16666666666666666
series,memorable,0.5
weapon,great,0.8
multiplayer,glad,0.5
file,fail,-0.5
formula,extra,0.0
voice,friendly,0.375
love,worth,0.3
environment,amazing,0.6000000000000001
tear,new,0.13636363636363635
gun,great,0.8
problem,difficult,-0.5
community,awesome,1.0
weapon,awesome,1.0
day,wrong,-0.5
reaction,wrong,-0.5
aunt,bad,-0.6999999999999998
story,due,-0.125
release,new,0.13636363636363635
player,good,0.7
battle,new,0.13636363636363635
fee,constantly worth,0.3
map,bad,-0.6999999999999998
daytime,open,0.0
game,expensive,-0.5
play,disabled,-0.2
allaround,disconnect,0.0
weapon,big,0.0
casual,fun,0.3
mode,ranged,0.0
return,new,0.13636363636363635
work,open,0.0
mess,extremely hard,-0.2916666666666667
reason,exact,0.25
moment,epic,0.1
operator,fresh,0.3
language,easy,0.43333333333333335
player,super,0.3333333333333333
match,really bad,-0.6999999999999998
donna,muddy,0.0
cod,dogshit,0.0
update,restartupdate,0.0
kill,finally able,0.5
map,much small,-0.25
friend,several,0.0
story,old,0.1
multiplayer,adequate,0.3333333333333333
fact,absurd,-0.5
industry,new,0.13636363636363635
gun,unlocked,0.0
man,cool,0.35
internet,online,0.0
stuff,good,0.7
start,modern,0.2
error,good,0.7
hope,well,0.0
clash,abusive,0.0
everytime,main,0.16666666666666666
driver,stable,0.0
file,scan,0.0
fan,big,0.0
company,activist,0.0
experience,true,0.35
shout,moderate,0.0
campaign,early,0.1
multiplayer,previous,-0.16666666666666666
account,almost fun,0.3
gun,good,0.7
review,accurate,0.4000000000000001
purchase,bad,-0.6999999999999998
reality,modern,0.2
game,terrible,-1.0
gun,good,0.7
pay,less,-0.16666666666666666
range,mental,-0.1
boy,fast,0.2
campaign,atrocious,-0.7
gameplay,bad,-0.6999999999999998
body,activisionblizzard,0.0
people,amazing,0.6000000000000001
abolish,much many,0.5
remind,first,0.25
gun,frontal,0.0
opinion,other,-0.125
body,easy,0.43333333333333335
series,great,0.8
lead,great,0.8
lead,honest,0.6
find,old,0.1
progression,sluggish,0.0
tool,underpowered,0.0
cod,far concerned,0.1
game,due,-0.125
signing,top,0.5
people,good,0.7
cod,bad,-0.6999999999999998
graphic,old,0.1
cod,pure,0.21428571428571427
position,less,-0.16666666666666666
fun,many,0.5
issue,second,0.0
move,hard,-0.2916666666666667
optimization,random,-0.5
thing,many,0.5
cod,hard,-0.2916666666666667
treat,weary,0.0
campaign,ever nice,0.6
story,wrong,-0.5
effort,good,0.7
people,accurate,0.4000000000000001
feature,early,0.1
system,last,0.0
give,probably bad,-0.6999999999999998
play,bad,-0.6999999999999998
port,full,0.35
cap,next,0.0
game,magically gullible,0.5
story,unfortunately short,0.0
issue,stitch,0.0
multiplayer,enjoyable,0.5
match,high,0.16
enemy,sad,-0.5
span,back unfair,-0.25
server,entire,0.0
attachment,shorter able,0.5
thing,friendly,0.375
teammate,random,-0.5
gameplay,previous,-0.16666666666666666
weapon,multiple,0.0
issue,big,0.0
date,minimum,0.0
box,really fun,0.3
code,techtip,0.0
cod,new,0.13636363636363635
mode,solo,0.0
method,still potential,0.0
inscribe,old,0.1
fire,good,0.7
name,utterly wrong,-0.5
movement,good,0.7
crash,bad,-0.6999999999999998
gunplay,good,0.7
level,last,0.0
graph,cellar,0.0
player,exemplary,0.0
problem,overall,0.0
fix,disconnected,0.0
lot,confusing,-0.3
car,constant,0.0
fun,bad,-0.6999999999999998
thing,strange,-0.05
state,current,0.0
sweat,musty,0.0
exception,early,0.1
loudgrenade,close,0.0
voice,toxic,0.0
people,still really cool,0.35
fact,great,0.8
gunplay,average,-0.15
gameplay,little,-0.1875
wall,complete,0.1
gun,sure,0.5
voice,super friendly,0.35416666666666663
category,solid,0.0
system,vertical,0.0
gun,cool,0.35
version,early,0.1
match,different,0.0
fact,main,0.16666666666666666
computer,blue,0.0
review,negative,-0.3
gun,tight,-0.17857142857142858
campaign,useless,-0.5
bag,cinematic,0.0
stuff,half,-0.16666666666666666
projectile,hitscan,0.0
fix,still pretty fun,0.275
shotgun,blank,0.0
building,crumble,0.0
grind,good,0.7
player,mediocre,-0.5
player,difficult,-0.5
player,average,-0.15
battlefield,objective,0.0
people,bad,-0.6999999999999998
activision,first,0.25
fun,black,-0.16666666666666666
love,single,-0.07142857142857142
ability,present,0.0
gun,unbearable,0.0
mistake,official,0.0
plant,current,0.0
player,active,-0.13333333333333333
life,real,0.2
cheat,black,-0.16666666666666666
storage,half,-0.16666666666666666
reason,urban,0.0
gold,great,0.8
play,highest skilled,0.5
audience,broad,0.0625
streamer,even big,0.0
multiplayer,good,0.7
spoil,underneathone,0.0
change,revert,0.0
moment,clash,0.0
fun,graphic,0.0
map,underlying,0.0
one,religious,0.0
war,definitely favorite,0.5
voice,new,0.13636363636363635
money,dead,-0.2
update,instal,0.0
fix,next,0.0
resolution,clash,0.0
shoot,smart,0.21428571428571427
issue,overpowered,0.0
people,random,-0.5
attachment,strongly fail,-0.5
advantage,fast,0.2
operator,new,0.13636363636363635
sale,worth,0.3
cod,good,0.7
people,single,-0.07142857142857142
mode,traditional,0.0
matter,hard,-0.2916666666666667
crew,instead actual,0.0
fan,unlocked,0.0
option,attachment,0.0
issue,extra,0.0
kill,long,-0.05
multiplayer,much,0.2
assume,secret,-0.4
pool,also fairly weak,-0.375
grind,fair,0.7
give,actual,0.0
rifle,dead,-0.2
camping,short,0.0
reason,new,0.13636363636363635
message,exact,0.25
verify,never complete,-0.05
interface,responsive,0.0
selection,callous,0.0
total,single,-0.07142857142857142
result,possible,0.0
gun,broken,-0.4
shot,generous,0.0
barrel,utterly previously demolish,-0.16666666666666666
range,new,0.13636363636363635
find,new,0.13636363636363635
steam,early,0.1
review,accidentspoiler,0.0
load,negative,-0.3
rifle,prone,0.0
endeavor,mechanical,0.0
eye,float,0.0
bar,total,0.0
team,entire,0.0
victory,consecrate,0.0
fun,much precious,0.5
universe,last,0.0
background,great,0.8
head,red,0.0
thing,fucking,-0.6
menu,main,0.16666666666666666
time,fun,0.3
audit,graphic,0.0
launch,new,0.13636363636363635
graphic,definitely worth,0.3
agent,unable,-0.5
assure,first,0.25
franchise,currently adjective,0.0
people,breathe,0.0
peak,stupid,-0.7999999999999999
validity,whole,0.2
understatement,baked,0.0
mission,hard,-0.2916666666666667
difficulty,hard,-0.2916666666666667
friend,fun,0.3
mode,little,-0.1875
multiplayer,random,-0.5
gunplay,unintuitive,0.0
people,certain,0.21428571428571427
mode,many,0.5
letter,wrong,-0.5
combat,close,0.0
warne,hot,0.25
company,modern,0.2
beware,cheap,0.4
multiplayer,real good,1.0
campaign,previous,-0.16666666666666666
person,twice dead,-0.2
damage,little,-0.1875
game,fortunate,0.4
update,constant,0.0
multiplayer,large,0.21428571428571427
campaign,amazing,0.6000000000000001
time,attachment,0.0
garage,absolute,0.2
confusingunintuitiveunlock,crisp,0.25
part,varied,0.0
cod,healthy,0.5
fun,old,0.1
crack,small,-0.25
console,mobile,0.0
list,online,0.0
lobby,consistently lock,0.25
play,false,-0.4000000000000001
ward,recent,0.0
fight,aggressive,0.0
gap,large,0.21428571428571427
corner,sit,0.0
jump,stale,-0.5
invasion,heavy,-0.2
pack,top,0.5
sunlight,inconsistent,0.0
people,stable,0.0
game,digital,0.0
list,next,0.0
audit,enough,0.0
match,ill,-0.5
donna,other,-0.125
issue,hard,-0.2916666666666667
want,new,0.13636363636363635
time,even close,0.0
movement,previous,-0.16666666666666666
fun,insane,-1.0
feeling,negative,-0.3
order,right,0.2857142857142857
play,waterboarded,0.0
multiplayer,long,-0.05
donna,short,0.0
anna,honestly refund,0.6
site,minimal,-0.1
map,current,0.0
design,great,0.8
change,right,0.2857142857142857
friend,endless,-0.125
crash,unplayable,-0.4
yard,feasible,0.0
force,whole,0.2
experience,bad,-0.6999999999999998
environment,safe,0.5
feel,obvious,0.0
range,effective,0.6
combat,several,0.0
balance,also atrocious,-0.7
floor,vertical,0.0
experience,balanced,0.0
start,big,0.0
warfare,modern,0.2
person,dead,-0.2
system,terrible,-1.0
weapon,accessible,0.375
modernity,old,0.1
plan,battlepass,0.0
point,dead,-0.2
buggy,overall really fun,0.15
people,graphic,0.0
experience,visual,0.0
time,aware,0.25
campaign,whole,0.2
thing,truly amazing,0.6000000000000001
design,really good,0.7
one,joyful,0.0
campaign,permanent,0.0
service,random,-0.5
ass,well fortunate,0.4
reason,sheer,0.0
hawker,unreasonable,0.0
interface,terminal,0.0
slamming,objective,0.0
cord,even funny,0.25
story,flat,-0.025
float,crouch,0.0
shoot,lean,0.0
promise,terminal,0.0
multiplayer,entirely small,-0.25
realism,tactical,0.0
shot,giant,0.0
remove,absolute,0.2
issue,super,0.3333333333333333
menu,main,0.16666666666666666
thing,multiple,0.0
campaign,bit short,0.0
cod,fucking,-0.6
cod,bad,-0.6999999999999998
destine,bad,-0.6999999999999998
community,patient,0.0
thing,right,0.2857142857142857
aunt,lame,-0.5
map,bad,-0.6999999999999998
fix,positive,0.22727272727272727
game,high,0.16
bank,annoying,-0.8
people,navigable,0.0
use,previous,-0.16666666666666666
campaign,outstanding,0.5
story,great,0.8
duty,last,0.0
gunplay,great crisp,0.525
time,inconsistent,0.0
grind,still obtainable,0.0
give,bad,-0.6999999999999998
desire,pretty fun,0.275
campaign,great,0.8
soul,future,0.0
launch,random,-0.5
flood,new,0.13636363636363635
cord,beautiful,0.85
fun,still really fun,0.3
unload,clamor,0.0
reply,clamor,0.0
game,close,0.0
favor,ready,0.2
fun,long,-0.05
ghost,full,0.35
union,high,0.16
system,new,0.13636363636363635
effort,strategic,0.0
fix,little,-0.1875
flag,half,-0.16666666666666666
folk,enough,0.0
campaign,solid,0.0
pool,far cough,0.1
map,favorite,0.5
gun,persistent,0.0
version,cold,-0.6
content,new,0.13636363636363635
clash,single,-0.07142857142857142
company,much,0.2
cord,different,0.0
issue,low,0.0
life,square,0.0
destroy,random,-0.5
stop,fulltime,0.0
match,ready,0.2
review,first,0.25
packer,unstable,0.0
crash,much,0.2
release,balanced,0.0
pawn,good,0.7
order,complete,0.1
people,complete,0.1
campaign,downside,0.0
point,tedious,-0.5
obs,satisfied,0.5
patch,ultrabright,0.0
place,final,0.0
base,especially unlock,0.0
stage,reticular,0.0
gold,cool,0.35
campaign,marine,0.0
multiplayer,pretty ridiculous,-0.04166666666666666
report,bad,-0.6999999999999998
dice,full,0.35
mouse,extended,0.0
system,unlockable,0.0
activision,good,0.7
system,horrible,-1.0
campaign,even long,-0.05
campaign,great,0.8
character,real,0.2
content,huge,0.4000000000000001
cod,good,0.7
gold,really nice,0.6
fashion,safe,0.5
people,relaxed,0.0
people,really good,0.7
challenge,next,0.0
boring,worth,0.3
chance,lucky,0.3333333333333333
help,due,-0.125
chance,free,0.4
ghost,constant,0.0
caper,basically impossible,-0.6666666666666666
video,general,0.05000000000000002
window,black,-0.16666666666666666
battlefield,absolutely amazing,0.6000000000000001
job,amazing,0.6000000000000001
games,unplayable,-0.4
multiplayer,short,0.0
fact,otherwise surprising,0.7
issue,virtual,0.0
thing,pretty good,0.475
work,disconnected,0.0
company,damn,0.0
paint,worth,0.3
clash,full,0.35
multiplayer,decent,0.16666666666666666
people,american,0.0
flaw,last,0.0
content,miss,0.0
onion,tight,-0.17857142857142858
food,open,0.0
weapon,easy,0.43333333333333335
experience,slightly slow,-0.30000000000000004
change,perfectly serviceable,1.0
element,clearly break,0.10000000000000002
frustration,clearly ready,0.2
sale,future,0.0
confess,great,0.8
drop,constant,0.0
caper,poor,-0.4
location,normal,0.15
game,fun,0.3
friend,close,0.0
span,way small,-0.25
buy,great,0.8
people,constantly myriad,0.0
thing,reinstate,0.0
internet,single,-0.07142857142857142
gas,positive,0.22727272727272727
issue,top,0.5
gun,good,0.7
player,light,0.4
gameplaywise,equal,0.0
warfare,modern,0.2
pop,right,0.2857142857142857
control,nice,0.6
wait,much,0.2
gun,fine,0.4166666666666667
software,round,-0.2
steam,colossal,0.3
map,well awesome,1.0
diabolical,honestly current,0.0
work,much,0.2
turn,interested,0.25
money,insane,-1.0
money,much,0.2
rebirth,equivalent,0.0
refund,d,0.0
assist,initial,0.0
time,stuck,0.0
menu,single,-0.07142857142857142
time,loose,-0.07692307692307693
building,last,0.0
fire,alone,0.0
shoot,itchy,0.0
cod,also competitive,0.0
launch,similar,0.0
course,false,-0.4000000000000001
issue,unacceptable,0.0
people,hard,-0.2916666666666667
list,obvious,0.0
hull,exact,0.25
issue,bad,-0.6999999999999998
map,miss,0.0
location,seriously unorigional,-0.3333333333333333
item,many,0.5
issue,bad,-0.6999999999999998
person,new,0.13636363636363635
clip,full,0.35
feel,realistic,0.16666666666666666
launch,close,0.0
history,bad,-0.6999999999999998
people,genuine,0.4
profit,good,0.7
assure,much,0.2
duty,dead,-0.2
skrrahhpap,dudukukudundunpoom,0.0
gun,bad,-0.6999999999999998
motivation,new,0.13636363636363635
campaign,genetic,0.0
usage,new,0.13636363636363635
people,easy,0.43333333333333335
match,almost random,-0.5
word,free,0.4
use,good,0.7
chat,honest,0.6
depression,worth,0.3
war,unreal,0.0
cheat,rapid,0.0
assist,human,0.0
manage,tiny,0.0
difficulty,decently sized,0.16666666666666666
innovation,accessible,0.375
portion,controversial,0.55
content,much,0.2
opinion,new,0.13636363636363635
developer,important,0.4
level,hurt,0.0
player,similar,0.0
want,new,0.13636363636363635
campaign,cold,-0.6
people,random,-0.5
deal,big,0.0
border,super bad,-0.18333333333333326
match,whole,0.2
law,low,0.0
work,disappointing,-0.6
driver,graphic,0.0
reason,constant,0.0
boss,good,0.7
game,bad,-0.6999999999999998
cord,old,0.1
system,special,0.35714285714285715
game,much,0.2
map,good,0.7
op,high,0.16
hope,good,0.7
gun,single,-0.07142857142857142
graphic,hard,-0.2916666666666667
fun,unlock,0.0
people,new,0.13636363636363635
issue,cheap,0.4
game,sudden,0.0
rifle,enough fair,0.35
reason,basic,0.0
sound,decent,0.16666666666666666
people,happy,0.8
war,pretty fun,0.275
lot,potential,0.0
hold,deaf,0.0
fix,old,0.1
people,other,-0.125
game,terrible,-1.0
unlock,much,0.2
grab,lazy,-0.25
player,aggressive,0.0
watch,smooth,0.4
campaign,quite enjoyable,0.5
facade,never unseen,0.0
crash,ever good,0.7
steam,future,0.0
thing,particular,0.16666666666666666
matchmaking,good,0.7
party,queue,0.0
lookout,modern,0.2
unlock,lackluster,0.0
idea,good,0.7
point,specialist,0.0
rest,select,0.0
schachner,lastly superior,0.7
start,titus much bad,-0.6999999999999998
mode,good,0.7
u,great,0.8
year,really good,0.7
liner,good,0.7
eva,win11graphical,0.0
love,perfect,1.0
op,black,-0.16666666666666666
joy,fun,0.3
player,occasional,0.0
content,basically conceal,0.0
force,well,0.0
mouse,freeze,0.0
win,instant,0.0
sweat,orchard,0.0
multi,casual,-0.5000000000000001
title,far pretty fun,0.21666666666666665
raise,bad,-0.6999999999999998
generation,old,0.1
challenge,happy,0.8
lobby,odd,-0.16666666666666666
campaign,well,0.0
knife,due,-0.125
life,unfinished,0.0
ward,big,0.0
player,random,-0.5
crash,next,0.0
multiplayer,complete,0.1
match,full,0.35
player,new,0.13636363636363635
people,warne,0.0
player,average,-0.15
campaign,solid,0.0
launch,less stable,-0.16666666666666666
base,enjoyable,0.5
team,full,0.35
change,subtle,-0.3333333333333333
theater,average,-0.15
duty,exact,0.25
brand,new,0.13636363636363635
stair,funeral,0.0
launch,net,0.0
record,even least,-0.3
mission,first,0.25
fix,relatively fun,0.3
war,cold,-0.6
movement,good,0.7
reverse,top,0.5
player,great,0.8
mistake,long,-0.05
citizen,second,0.0
player,full,0.35
person,snap,0.0
shit,less,-0.16666666666666666
people,good,0.7
shame,good,0.7
law,certain,0.21428571428571427
multiplayer,due,-0.125
match,good,0.7
gameplay,tight,-0.17857142857142858
quality,single,-0.07142857142857142
friend,trashonly,0.0
money,much,0.2
game,incomplete,0.0
hope,high,0.16
microtransaction,insane,-1.0
boot,different,0.0
change,perfect,1.0
lobby,normal,0.15
journey,marksmanbattle,0.0
search,fully fit,0.4
warne,free,0.4
factory,crazy,-0.6
multiplayer,bad,-0.6999999999999998
version,good,0.7
animation,universal,0.0
husband,rare,0.3
experience,disappointing,-0.6
driver,real,0.2
environment,vertical,0.0
usage,short,0.0
speed,frantic,0.0
jump,much,0.2
grip,large,0.21428571428571427
